City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Fairbanks,US,64.8378,-147.7164,64.09,66,40,0.0,scattered clouds
701,Eyl,SO,7.9803,49.8164,77.86,72,27,31.38,scattered clouds
702,Nouakchott,MR,18.0858,-15.9785,78.73,82,33,14.09,scattered clouds
703,Girard,US,41.154,-80.7015,76.23,82,100,4.61,light rain
704,Bykivka,UA,50.2929,27.9831,52.57,92,6,9.66,clear sky
705,Kaura Namoda,NG,12.5898,6.5779,75.25,83,100,3.31,overcast clouds
706,Monrovia,LR,6.3005,-10.7969,78.57,82,100,14.74,light rain
707,Aripuana,BR,-9.1667,-60.6333,97.11,26,85,3.96,overcast clouds
708,Cayenne,GF,4.9333,-52.3333,87.84,1,40,11.5,scattered clouds
709,Wahiawa,US,21.5028,-158.0236,80.92,69,100,4.61,overcast clouds
710,Kiunga,PG,-6.1219,141.2906,71.8,100,97,0.56,overcast clouds
711,Erzin,TR,36.9559,36.2,76.1,79,0,0.38,clear sky
712,Itainopolis,BR,-7.4469,-41.4783,91.24,27,63,8.66,broken clouds
713,Volot,RU,57.9278,30.7025,54.79,93,100,5.01,overcast clouds
714,Labelle,US,26.7617,-81.4384,86.02,67,99,6.11,light rain
715,Uthal,PK,25.8072,66.6219,84.87,78,100,9.46,moderate rain
